stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
NA,31-08-2005,Rajasthan,Jaipur,NA,Residential and others,7.4,18.6,27,61,Vidyadhar Nagar,NA,31-08-2005
NA,09-03-2005,Rajasthan,Jaipur,NA,Residential and others,6.6,14.1,49,68,Vidyadhar Nagar,NA,09-03-2005
NA,09-07-2005,Rajasthan,Jaipur,NA,Residential and others,5.7,12.9,33,NA,Vidyadhar Nagar,NA,09-07-2005
NA,09-10-2005,Rajasthan,Jaipur,NA,Residential and others,9.8,27.6,52,398,Vidyadhar Nagar,NA,09-10-2005
NA,21-09-2005,Rajasthan,Jaipur,NA,Residential and others,4.7,13.6,40,71,Vidyadhar Nagar,NA,21-09-2005
NA,10-01-2005,Rajasthan,Jaipur,NA,Residential and others,4.6,20,67,143,Vidyadhar Nagar,NA,10-01-2005
NA,10-05-2005,Rajasthan,Jaipur,NA,Residential and others,4.5,14.3,56,100,Vidyadhar Nagar,NA,10-05-2005
NA,10-08-2005,Rajasthan,Jaipur,NA,Residential and others,4.4,17.2,60,123,Vidyadhar Nagar,NA,10-08-2005
NA,10-10-2005,Rajasthan,Jaipur,NA,Residential and others,4.9,31.2,162,572,Vidyadhar Nagar,NA,10-10-2005
NA,10-12-2005,Rajasthan,Jaipur,NA,Residential and others,4.5,16.5,91,148,Vidyadhar Nagar,NA,10-12-2005
NA,19-10-2005,Rajasthan,Jaipur,NA,Residential and others,4.1,16.9,48,182,Vidyadhar Nagar,NA,19-10-2005
NA,26-10-2005,Rajasthan,Jaipur,NA,Residential and others,4.7,32.7,480,623,Vidyadhar Nagar,NA,26-10-2005
NA,29-10-2005,Rajasthan,Jaipur,NA,Residential and others,4.4,16.3,117,230,Vidyadhar Nagar,NA,29-10-2005
NA,11-02-2005,Rajasthan,Jaipur,NA,Residential and others,5.8,46.9,89,203,Vidyadhar Nagar,NA,11-02-2005
NA,11-05-2005,Rajasthan,Jaipur,NA,Residential and others,6.1,25.5,124,266,Vidyadhar Nagar,NA,11-05-2005
NA,11-12-2005,Rajasthan,Jaipur,NA,Residential and others,4.3,13.3,129,330,Vidyadhar Nagar,NA,11-12-2005
NA,16-11-2005,Rajasthan,Jaipur,NA,Residential and others,5.2,21.1,93,253,Vidyadhar Nagar,NA,16-11-2005
NA,19-11-2005,Rajasthan,Jaipur,NA,Residential and others,5,30.4,126,277,Vidyadhar Nagar,NA,19-11-2005
NA,12-03-2005,Rajasthan,Jaipur,NA,Residential and others,5,23.4,148,225,Vidyadhar Nagar,NA,12-03-2005
NA,12-07-2005,Rajasthan,Jaipur,NA,Residential and others,5.3,34.1,125,296,Vidyadhar Nagar,NA,12-07-2005
NA,12-10-2005,Rajasthan,Jaipur,NA,Residential and others,5.2,22.1,115,245,Vidyadhar Nagar,NA,12-10-2005
NA,14-12-2005,Rajasthan,Jaipur,NA,Residential and others,14.1,55.3,140,270,Vidyadhar Nagar,NA,14-12-2005
NA,17-12-2005,Rajasthan,Jaipur,NA,Residential and others,9.2,38.4,176,325,Vidyadhar Nagar,NA,17-12-2005
NA,24-12-2005,Rajasthan,Jaipur,NA,Residential and others,21.7,43.3,169,363,Vidyadhar Nagar,NA,24-12-2005
NA,28-12-2005,Rajasthan,Jaipur,NA,Residential and others,4.7,17.9,125,250,Vidyadhar Nagar,NA,28-12-2005
NA,01-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.5,17.5,76,224,MIA,NA,01-03-2006
NA,01-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.9,14.4,75,156,MIA,NA,01-06-2006
NA,01-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.3,20.7,49,111,MIA,NA,01-10-2006
NA,13-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.7,17.3,129,234,MIA,NA,13-01-2006
NA,17-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.9,13.7,158,615,MIA,NA,17-01-2006
NA,20-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.3,22.3,90,229,MIA,NA,20-01-2006
NA,24-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.9,24.5,132,221,MIA,NA,24-01-2006
NA,27-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,28.4,95,209,MIA,NA,27-01-2006
NA,31-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.6,33.9,66,202,MIA,NA,31-01-2006
NA,02-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.4,15.7,106,239,MIA,NA,02-03-2006
NA,02-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.2,16,79,264,MIA,NA,02-07-2006
NA,02-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.1,20.7,85,194,MIA,NA,02-10-2006
NA,14-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.4,13.9,92,274,MIA,NA,14-02-2006
NA,17-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,NA,NA,98,431,MIA,NA,17-02-2006
NA,21-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.2,12.1,126,245,MIA,NA,21-02-2006
NA,24-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.2,15,42,115,MIA,NA,24-02-2006
NA,28-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.8,14.2,39,96,MIA,NA,28-02-2006
NA,03-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.6,13.3,45,117,MIA,NA,03-03-2006
NA,03-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.4,11.3,33,99,MIA,NA,03-07-2006
NA,03-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,2.8,11.6,19,72,MIA,NA,03-10-2006
NA,14-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.1,8.4,43,72,MIA,NA,14-03-2006
NA,17-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,4,14.6,31,75,MIA,NA,17-03-2006
NA,21-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,2.4,15.7,43,119,MIA,NA,21-03-2006
NA,24-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.2,15,49,271,MIA,NA,24-03-2006
NA,28-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,2.7,18.7,64,242,MIA,NA,28-03-2006
NA,31-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,NA,22.8,33,95,MIA,NA,31-03-2006
NA,04-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,2.9,20.3,176,253,MIA,NA,04-04-2006
NA,04-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,5,37.1,162,256,MIA,NA,04-07-2006
NA,04-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,2.8,23.4,67,277,MIA,NA,04-11-2006
NA,14-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,2.8,23.4,33,99,MIA,NA,14-04-2006
NA,21-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.6,16.6,82,281,MIA,NA,21-04-2006
NA,25-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.6,18.4,50,171,MIA,NA,25-04-2006
NA,28-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,2.4,17.7,46,161,MIA,NA,28-04-2006
NA,05-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.8,20.2,58,209,MIA,NA,05-02-2006
NA,05-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.9,19.3,48,161,MIA,NA,05-05-2006
NA,05-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.5,18.7,84,462,MIA,NA,05-09-2006
NA,05-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.6,15.6,73,357,MIA,NA,05-12-2006
NA,16-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.2,25.5,37,182,MIA,NA,16-05-2006
NA,19-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.6,23.1,48,240,MIA,NA,19-05-2006
NA,23-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.4,24.5,31,147,MIA,NA,23-05-2006
NA,26-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.5,19,42,195,MIA,NA,26-05-2006
NA,30-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.7,16.5,61,309,MIA,NA,30-05-2006
NA,06-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.7,19.4,28,100,MIA,NA,06-02-2006
NA,06-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.3,17,46,215,MIA,NA,06-06-2006
NA,06-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.1,20.3,94,287,MIA,NA,06-09-2006
NA,13-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.2,27.7,92,483,MIA,NA,13-06-2006
NA,16-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.8,21.5,43,225,MIA,NA,16-06-2006
NA,20-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.4,18,90,202,MIA,NA,20-06-2006
NA,27-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,4,17.7,36,143,MIA,NA,27-06-2006
NA,30-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,17,25,101,MIA,NA,30-06-2006
NA,07-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,18.2,91,169,MIA,NA,07-04-2006
NA,07-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.7,15.5,93,218,MIA,NA,07-07-2006
NA,07-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,13.1,109,178,MIA,NA,07-11-2006
NA,14-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,11.2,53,208,MIA,NA,14-07-2006
NA,18-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,14.7,38,178,MIA,NA,18-07-2006
NA,21-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.8,17.8,52,106,MIA,NA,21-07-2006
NA,25-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.5,17,39,86,MIA,NA,25-07-2006
NA,28-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,17.5,13,127,MIA,NA,28-07-2006
NA,08-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.3,12,27,205,MIA,NA,08-01-2006
NA,08-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,14,21,46,MIA,NA,08-04-2006
NA,08-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.7,10.8,19,59,MIA,NA,08-08-2006
NA,08-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.5,13.2,12,75,MIA,NA,08-11-2006
NA,15-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,11.5,28,147,MIA,NA,15-08-2006
NA,18-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,12.8,45,73,MIA,NA,18-08-2006
NA,22-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.5,13.2,17,66,MIA,NA,22-08-2006
NA,25-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.2,13,23,49,MIA,NA,25-08-2006
NA,29-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.2,14.5,18,64,MIA,NA,29-08-2006
NA,09-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,13.3,19,113,MIA,NA,09-01-2006
NA,09-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.5,13.8,18,66,MIA,NA,09-05-2006
NA,09-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.3,10.3,47,116,MIA,NA,09-08-2006
NA,09-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,2.7,16.2,48,128,MIA,NA,09-12-2006
NA,15-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,13.5,75,176,MIA,NA,15-09-2006
NA,19-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.5,15.5,38,115,MIA,NA,19-09-2006
NA,22-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,14,56,154,MIA,NA,22-09-2006
NA,26-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,16.7,33,113,MIA,NA,26-09-2006
NA,29-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.2,14.7,34,85,MIA,NA,29-09-2006
NA,10-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.8,8.7,35,87,MIA,NA,10-03-2006
NA,10-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.3,13.3,41,100,MIA,NA,10-06-2006
NA,10-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,12.9,41,138,MIA,NA,10-10-2006
NA,13-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.3,18.5,58,167,MIA,NA,13-10-2006
NA,17-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.5,9.7,44,112,MIA,NA,17-10-2006
NA,20-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,9.8,26,109,MIA,NA,20-10-2006
NA,24-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.3,14.8,19,65,MIA,NA,24-10-2006
NA,27-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,15.2,37,76,MIA,NA,27-10-2006
NA,31-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,14.5,59,118,MIA,NA,31-10-2006
NA,11-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,2.3,13.5,48,103,MIA,NA,11-03-2006
NA,11-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.5,14.7,51,105,MIA,NA,11-07-2006
NA,11-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.3,21.3,53,126,MIA,NA,11-10-2006
NA,14-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.3,23.5,57,119,MIA,NA,14-11-2006
NA,17-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.3,25.8,76,216,MIA,NA,17-11-2006
NA,21-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.8,14.3,67,172,MIA,NA,21-11-2006
NA,24-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.5,19.2,52,158,MIA,NA,24-11-2006
NA,28-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.3,18,60,173,MIA,NA,28-11-2006
NA,12-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,3,19.5,73,222,MIA,NA,12-01-2006
NA,12-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.7,25.8,83,216,MIA,NA,12-05-2006
NA,12-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.7,23.2,76,186,MIA,NA,12-08-2006
NA,12-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.8,20.8,124,342,MIA,NA,12-12-2006
NA,15-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.3,22.7,67,224,MIA,NA,15-12-2006
NA,19-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.5,27.7,74,179,MIA,NA,19-12-2006
NA,22-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.7,11.3,96,193,MIA,NA,22-12-2006
NA,26-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,4,17,107,183,MIA,NA,26-12-2006
NA,29-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.6,21.2,103,216,MIA,NA,29-12-2006
NA,01-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,10.4,33.3,202,309,VKIA,NA,01-04-2006
NA,01-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,7.9,42.8,297,440,VKIA,NA,01-11-2006
NA,14-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.8,39,194,618,VKIA,NA,14-01-2006
NA,18-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,11.9,48.6,357,496,VKIA,NA,18-01-2006
NA,21-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.3,24.4,448,569,VKIA,NA,21-01-2006
NA,25-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,9.5,53.5,665,862,VKIA,NA,25-01-2006
NA,28-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,54.3,33.4,293,434,VKIA,NA,28-01-2006
NA,02-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,16,35.8,194,508,VKIA,NA,02-01-2006
NA,02-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,35.9,31.8,202,309,VKIA,NA,02-04-2006
NA,02-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,9.7,43.2,96,305,VKIA,NA,02-08-2006
NA,02-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,10.3,25.4,297,440,VKIA,NA,02-11-2006
NA,15-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,8.9,21.2,194,618,VKIA,NA,15-02-2006
NA,18-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,11.2,34.7,357,496,VKIA,NA,18-02-2006
NA,22-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,86.5,22,448,569,VKIA,NA,22-02-2006
NA,25-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,54.3,31.4,665,862,VKIA,NA,25-02-2006
NA,03-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,10.5,32.1,293,434,VKIA,NA,03-01-2006
NA,03-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,36.9,16.2,81,358,VKIA,NA,03-04-2006
NA,03-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,38.4,21.3,317,591,VKIA,NA,03-08-2006
NA,03-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.7,20,423,627,VKIA,NA,03-11-2006
NA,15-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,3.7,14.1,63,178,VKIA,NA,15-03-2006
NA,18-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,48.5,14.1,491,542,VKIA,NA,18-03-2006
NA,22-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,11.5,24.7,195,367,VKIA,NA,22-03-2006
NA,25-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,23.7,17.7,284,419,VKIA,NA,25-03-2006
NA,29-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,14.3,26,468,672,VKIA,NA,29-03-2006
NA,04-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,12.3,26.6,430,555,VKIA,NA,04-01-2006
NA,04-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,11.4,31.9,459,613,VKIA,NA,04-05-2006
NA,04-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,9.3,32.1,369,575,VKIA,NA,04-12-2006
NA,15-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,7.4,36.2,478,954,VKIA,NA,15-04-2006
NA,19-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,13.7,22.6,241,650,VKIA,NA,19-04-2006
NA,22-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,9,33.8,416,701,VKIA,NA,22-04-2006
NA,26-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,31.5,19.5,407,759,VKIA,NA,26-04-2006
NA,29-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.2,20.3,228,478,VKIA,NA,29-04-2006
NA,05-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,24.9,31.1,618,802,VKIA,NA,05-03-2006
NA,05-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,12.1,31,168,468,VKIA,NA,05-06-2006
NA,05-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,8.6,28.9,319,702,VKIA,NA,05-10-2006
NA,13-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,7.4,20.5,512,667,VKIA,NA,13-05-2006
NA,17-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.9,23.9,216,410,VKIA,NA,17-05-2006
NA,27-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.8,28,158,281,VKIA,NA,27-05-2006
NA,31-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,11.1,23.6,84,450,VKIA,NA,31-05-2006
NA,06-03-2006,Rajasthan,Jaipur,NA,Industrial Areas,11.8,33.9,87,203,VKIA,NA,06-03-2006
NA,06-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,7.8,25.7,803,952,VKIA,NA,06-07-2006
NA,06-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,49.3,29.4,351,852,VKIA,NA,06-10-2006
NA,14-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,13.1,28.6,342,571,VKIA,NA,14-06-2006
NA,17-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.8,30.4,328,442,VKIA,NA,17-06-2006
NA,21-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.2,24.2,124,343,VKIA,NA,21-06-2006
NA,24-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,10.2,26,232,510,VKIA,NA,24-06-2006
NA,28-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.8,26.4,355,433,VKIA,NA,28-06-2006
NA,07-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,12.2,25.3,588,861,VKIA,NA,07-01-2006
NA,07-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.8,30.7,124,393,VKIA,NA,07-05-2006
NA,15-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,6,23,840,964,VKIA,NA,15-07-2006
NA,19-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.2,40.8,733,882,VKIA,NA,19-07-2006
NA,22-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.6,29.8,317,466,VKIA,NA,22-07-2006
NA,26-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.8,23.2,975,1078,VKIA,NA,26-07-2006
NA,29-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.6,23.8,87,372,VKIA,NA,29-07-2006
NA,08-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,6,21.7,111,210,VKIA,NA,08-02-2006
NA,08-05-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.4,26.6,137,294,VKIA,NA,08-05-2006
NA,08-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,15.8,44.5,108,175,VKIA,NA,08-09-2006
NA,16-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,7.2,26,151,224,VKIA,NA,16-08-2006
NA,19-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,24,18.6,59,201,VKIA,NA,19-08-2006
NA,23-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.3,10,356,397,VKIA,NA,23-08-2006
NA,30-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,7.8,36.8,703,812,VKIA,NA,30-08-2006
NA,09-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,8,40.8,319,604,VKIA,NA,09-02-2006
NA,09-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.5,20.5,235,321,VKIA,NA,09-06-2006
NA,09-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,6,18,227,301,VKIA,NA,09-09-2006
NA,13-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,8.4,23.6,157,341,VKIA,NA,13-09-2006
NA,16-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.3,18.8,84,222,VKIA,NA,16-09-2006
NA,20-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,6,20.2,473,591,VKIA,NA,20-09-2006
NA,23-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,7.5,22.5,288,421,VKIA,NA,23-09-2006
NA,27-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,8,31.2,140,337,VKIA,NA,27-09-2006
NA,30-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.2,42.8,212,291,VKIA,NA,30-09-2006
NA,10-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,10.3,31,504,674,VKIA,NA,10-04-2006
NA,10-07-2006,Rajasthan,Jaipur,NA,Industrial Areas,7.2,25.3,285,431,VKIA,NA,10-07-2006
NA,10-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,NA,NA,143,190,VKIA,NA,10-11-2006
NA,14-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,6,32,99,277,VKIA,NA,14-10-2006
NA,18-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,8.3,30.2,112,250,VKIA,NA,18-10-2006
NA,21-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,4.3,22.2,77,168,VKIA,NA,21-10-2006
NA,25-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,7,22.2,52,188,VKIA,NA,25-10-2006
NA,28-10-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.7,15.8,183,393,VKIA,NA,28-10-2006
NA,11-01-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.8,27.4,154,316,VKIA,NA,11-01-2006
NA,11-04-2006,Rajasthan,Jaipur,NA,Industrial Areas,7.8,25.5,241,365,VKIA,NA,11-04-2006
NA,11-08-2006,Rajasthan,Jaipur,NA,Industrial Areas,9,29.3,217,395,VKIA,NA,11-08-2006
NA,11-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,9.8,31.2,194,342,VKIA,NA,11-11-2006
NA,15-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,11.2,41.3,257,361,VKIA,NA,15-11-2006
NA,18-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.6,33.2,334,449,VKIA,NA,18-11-2006
NA,22-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,6.7,27.2,354,400,VKIA,NA,22-11-2006
NA,25-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,5.4,33.6,243,360,VKIA,NA,25-11-2006
NA,29-11-2006,Rajasthan,Jaipur,NA,Industrial Areas,28.8,17.6,247,316,VKIA,NA,29-11-2006
NA,12-02-2006,Rajasthan,Jaipur,NA,Industrial Areas,9.6,30,197,296,VKIA,NA,12-02-2006
NA,12-06-2006,Rajasthan,Jaipur,NA,Industrial Areas,11,41.2,112,243,VKIA,NA,12-06-2006
NA,12-09-2006,Rajasthan,Jaipur,NA,Industrial Areas,56,37.4,206,341,VKIA,NA,12-09-2006
NA,13-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,62.6,25.8,383,445,VKIA,NA,13-12-2006
NA,16-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,38.4,34,277,422,VKIA,NA,16-12-2006
NA,20-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,62.5,21,301,623,VKIA,NA,20-12-2006
NA,23-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,20,33,290,361,VKIA,NA,23-12-2006
NA,27-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,42.6,33.8,459,807,VKIA,NA,27-12-2006
NA,30-12-2006,Rajasthan,Jaipur,NA,Industrial Areas,47.6,55.6,200,319,VKIA,NA,30-12-2006
NA,01-03-2006,Rajasthan,Jaipur,NA,Residential and others,5.1,51.1,89,247,Ajmeri Gate,NA,01-03-2006
NA,01-06-2006,Rajasthan,Jaipur,NA,Residential and others,5.2,48.2,91,271,Ajmeri Gate,NA,01-06-2006
NA,01-10-2006,Rajasthan,Jaipur,NA,Residential and others,5,43.9,193,530,Ajmeri Gate,NA,01-10-2006
NA,13-01-2006,Rajasthan,Jaipur,NA,Residential and others,5.5,34.7,183,424,Ajmeri Gate,NA,13-01-2006
NA,17-01-2006,Rajasthan,Jaipur,NA,Residential and others,6.1,56.9,153,530,Ajmeri Gate,NA,17-01-2006
NA,20-01-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,47.3,179,407,Ajmeri Gate,NA,20-01-2006
NA,24-01-2006,Rajasthan,Jaipur,NA,Residential and others,5,67.6,122,369,Ajmeri Gate,NA,24-01-2006
